seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
145	1580406961.646723427	0.00247662	-0.928846	2.13524	-2.777	-1.56962	-2.62318	0	0	-0	0	0	0	-16.9493	-4.45093	-2.25423	-3.083	-1.02808	1.08069	
146	1580406961.654742575	0.00247662	-0.928834	2.13521	-2.777	-1.56957	-2.62319	0	0	-0	0	0	0	-16.3367	-4.33066	-2.00514	-3.08301	-1.05278	1.10643	
147	1580406961.662696953	0.00245265	-0.928834	2.13529	-2.77704	-1.5696	-2.6232	0	0	-0	0	0	0	-17.4258	-3.6604	-2.10238	-3.08296	-1.07754	0.92632	
148	1580406961.670778173	0.0024886	-0.92881	2.13527	-2.77704	-1.56957	-2.62323	0	0	-0	0	0	0	-17.0854	-4.20766	-1.90234	-3.0353	-1.02804	1.23505	
149	1580406961.678746506	0.00247662	-0.928822	2.13526	-2.77699	-1.56958	-2.62321	0	0	-0	0	0	0	-16.8132	-4.14708	-2.02792	-3.13056	-1.1765	1.20932	
150	1580406961.686735402	0.00247662	-0.928834	2.13525	-2.77703	-1.56958	-2.6232	0	0	-0	0	0	0	-16.2686	-3.84379	-1.90407	-3.01153	-1.05279	1.23506	
151	1580406961.694693346	0.0024886	-0.92881	2.13526	-2.77703	-1.56958	-2.62319	0	0	-0	0	0	0	-16.0644	-4.026	-1.95268	-3.01149	-1.00331	1.05496	
152	1580406961.702759015	0.0024886	-0.928858	2.13525	-2.77699	-1.56958	-2.62321	0	0	-0	0	0	0	-16.8132	-4.51091	-2.05459	-2.98769	-1.07754	1.10642	
153	1580406961.710753607	0.0024886	-0.92887	2.13525	-2.77704	-1.56957	-2.6232	0	0	-0	0	0	0	-16.6089	-3.843	-1.90538	-3.08305	-1.07752	1.13216	
154	1580406961.718716313	0.00247662	-0.928834	2.13525	-2.77703	-1.56956	-2.6232	0	0	-0	0	0	0	-16.7451	-4.39009	-1.95397	-2.98771	-1.10225	0.926331	
155	1580406961.726684200	0.00247662	-0.928762	2.13526	-2.77704	-1.56958	-2.62321	0	0	-0	0	0	0	-16.9493	-4.33059	-2.10066	-2.91616	-1.05279	0.952039	
156	1580406961.734765396	0.00245265	-0.928822	2.13526	-2.77702	-1.56957	-2.6232	0	0	-0	0	0	0	-17.0174	-4.32921	-1.9531	-3.08295	-1.05278	1.02923	
157	1580406961.742724775	0.00247662	-0.928834	2.13529	-2.77702	-1.56958	-2.6232	0	0	-0	0	0	0	-17.1535	-3.90317	-1.9776	-3.10676	-1.07753	1.13214	
158	1580406961.750681281	0.0024886	-0.928822	2.13527	-2.77702	-1.56958	-2.62319	0	0	-0	0	0	0	-16.8132	-4.51087	-1.95265	-3.08294	-1.07753	0.926316	
159	1580406961.758694223	0.0024886	-0.92881	2.13524	-2.77702	-1.5696	-2.62323	0	0	-0	0	0	0	-17.2216	-4.20894	-2.02838	-3.01149	-0.953844	1.10641	
